"","SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","DMDBORN4","DMDYRUSZ","DMDEDUC2","DMDMARTZ","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","WTINTPRP","WTMECPRP","SDMVPSU","SDMVSTRA","INDFMPIR"
"180",109442,66,2,1,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2731.454465,3030.123558,2,150,1.53
"181",109443,66,2,1,1,22,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,1439.623468,1560.432926,1,150,1.9
"182",109444,66,2,1,21,NA,4,4,2,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,16017.268528,16879.818188,2,166,1.07
"183",109445,66,2,1,11,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,NA,4234.172519,4605.69199,1,152,NA
"184",109446,66,2,1,12,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,19839.255215,21581.188886,1,158,0.85
"185",109447,66,2,2,25,NA,3,3,2,1,NA,4,1,1,1,2,2,1,2,2,1,2,2,1,50390.533428,51420.188111,1,165,1.44
"186",109448,66,2,1,0,7,5,6,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11164.068378,13319.256992,1,159,4.92
"187",109449,66,2,1,13,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,18295.680067,19149.733208,1,164,2.03
"188",109450,66,2,1,29,NA,5,7,1,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,4616.310332,4862.353194,2,156,0.61
"189",109451,66,2,1,37,NA,4,4,1,1,NA,5,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,9679.377261,10713.472659,2,167,3.43
"190",109452,66,2,1,1,17,2,2,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,5883.004555,6642.687456,2,170,NA
"191",109453,66,2,1,7,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5560.518359,5957.617489,1,151,0.06
"192",109454,66,2,2,25,NA,4,4,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,11041.525929,12158.466823,2,171,0.29
"193",109455,66,2,1,40,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,23733.462851,25884.886499,2,156,5
"194",109456,66,2,1,13,NA,1,1,2,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,2,18111.023261,18717.883203,1,155,1.38
"195",109457,66,2,1,76,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,50587.457802,55969.070152,3,156,5
"196",109458,66,2,1,18,NA,5,6,2,2,1,NA,NA,NA,1,2,1,1,2,1,1,2,2,NA,4698.785859,5077.707641,2,169,0.64
"197",109459,66,2,1,32,NA,5,6,2,2,2,4,3,NA,1,2,2,1,2,2,1,2,2,1,26231.877594,29975.836329,1,161,2.66
"198",109460,66,1,2,80,NA,3,3,NA,1,NA,9,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,16837.269446,0,1,149,NA
"199",109461,66,1,2,8,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6807.839542,0,1,165,1.08
"200",109462,66,2,1,0,4,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5946.668855,6300.152822,2,171,5
"201",109463,66,2,1,0,1,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7510.481764,7647.600541,1,155,2.85
"202",109464,66,2,1,30,NA,5,6,1,2,3,3,3,NA,1,2,2,1,2,1,1,2,2,1,13274.848217,14257.934519,1,160,1.43
"203",109465,66,2,1,17,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,11042.269914,11782.094702,1,150,0.28
"204",109466,66,2,1,40,NA,1,1,1,2,99,3,1,NA,2,2,2,2,2,2,2,2,1,2,22808.265623,25029.944476,2,152,NA
"205",109467,66,2,1,21,NA,3,3,2,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,76993.762432,87630.054905,1,150,5
"206",109468,66,2,1,60,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,12535.075636,14054.454748,2,163,1.47
"207",109469,66,2,1,3,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,1817.275913,1954.964442,1,150,1.49
"208",109470,66,2,2,1,23,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7112.926009,7766.752009,2,170,1.02
"209",109471,66,2,1,14,NA,2,2,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,9790.34403,10263.588069,2,156,2.6
"210",109472,66,2,1,34,NA,1,1,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,23759.287843,23874.469475,2,154,3.52
"211",109473,66,2,1,19,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,40406.925632,42320.534841,2,149,NA
"212",109474,66,2,2,80,NA,3,3,1,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,NA,14670.578204,17761.192156,1,165,NA
"213",109475,66,2,1,9,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,NA,16570.618251,17906.240117,1,162,1.91
"214",109476,66,2,2,8,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,1939.022315,2310.538761,2,150,0.84
"215",109477,66,2,2,6,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9875.14338,10033.902256,1,151,4.27
"216",109478,66,2,2,27,NA,3,3,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,37996.261846,39528.599571,1,158,5
"217",109479,66,2,1,17,NA,1,1,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,17491.667662,18337.177017,2,164,0.55
"218",109480,66,2,1,30,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,14305.085404,15519.543365,2,170,1.11
"219",109481,66,2,1,60,NA,2,2,2,2,1,5,1,NA,2,2,2,2,2,2,1,2,1,2,12020.199076,12228.198484,2,172,1.39
"220",109482,66,2,2,48,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,71903.51764,76868.985273,2,158,5
"221",109483,66,2,2,76,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,49297.976798,68569.729402,2,149,NA
"222",109484,66,2,2,3,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5335.841126,5890.840281,1,152,0.05
"223",109485,66,2,2,47,NA,2,2,2,2,4,5,2,NA,1,2,2,1,2,2,1,2,2,1,30198.688456,31499.258642,1,169,4.18
"224",109486,66,2,1,65,NA,2,2,1,2,4,5,1,NA,1,2,2,1,2,2,1,2,2,1,7015.868851,7506.572056,2,155,5
"225",109487,66,2,1,0,4,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6187.593636,7083.643401,2,149,2.11
"226",109488,66,2,1,40,NA,4,4,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,5907.795599,6306.881125,2,163,1.63
"227",109489,66,1,1,80,NA,3,3,NA,1,NA,2,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,25464.136877,0,1,166,NA
"228",109490,66,2,1,77,NA,4,4,2,1,NA,1,1,NA,1,2,2,1,2,2,1,2,2,NA,4105.767387,4268.063945,2,169,NA
"229",109491,66,2,2,0,1,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5203.422026,5585.261154,2,161,1.11
"230",109492,66,2,1,9,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,8512.201215,9471.273504,2,162,0.66
"231",109493,66,2,1,8,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,5445.067837,6030.266931,1,158,2.37
"232",109494,66,2,2,5,NA,5,6,1,2,1,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7630.890816,9295.844771,1,166,0.98
"233",109495,66,2,1,52,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,171689.436638,174712.427336,1,155,5
"234",109496,66,2,1,50,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,163443.9521,189197.404282,2,153,5
"235",109497,66,2,2,48,NA,4,4,1,1,NA,3,3,NA,1,1,2,1,2,2,1,1,2,NA,9048.362095,10350.730503,2,151,1.04
"236",109498,66,2,1,0,5,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,10827.146836,11900.817578,2,163,5
"237",109499,66,2,2,17,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,55140.944322,57700.673262,2,149,5
"238",109500,66,2,2,80,NA,3,3,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,NA,11527.577635,15636.596809,2,158,NA
"239",109501,66,2,1,45,NA,1,1,1,2,3,5,1,NA,1,2,2,1,2,2,1,2,2,1,32607.036407,32364.272998,1,156,5
"240",109502,66,2,2,29,NA,1,1,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,22453.899891,24330.138035,2,154,2.38
"241",109503,66,2,1,71,NA,3,3,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,10459.94185,11022.121006,2,156,5
"242",109504,66,2,1,53,NA,4,4,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,8537.324722,9683.204165,3,156,3.55
"243",109505,66,2,2,60,NA,4,4,1,1,NA,4,2,NA,1,1,2,1,2,2,1,1,2,NA,2825.350251,2965.16746,1,168,2.26
"244",109506,66,2,1,7,NA,5,6,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4806.151877,5543.083597,2,152,5
"245",109507,66,2,2,16,NA,5,7,2,2,1,NA,NA,NA,1,2,1,1,2,1,1,2,1,NA,6259.29671,7597.019544,2,168,0.33
"246",109508,66,2,2,39,NA,3,3,1,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,218279.807754,223255.602236,2,157,5
"247",109509,66,2,1,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,2555.992851,2800.74693,1,156,NA
"248",109510,66,2,1,28,NA,5,6,1,2,2,5,3,NA,1,2,2,1,2,2,1,2,2,1,24714.14134,28089.285105,2,157,NA
"249",109511,66,2,1,13,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,6109.058867,6651.089532,2,152,1.24
"250",109512,66,2,1,42,NA,4,4,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,26267.508013,26946.935069,1,166,5
"251",109513,66,2,2,48,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,36825.131138,39486.30396,2,159,5
"252",109514,66,2,1,12,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,4200.090782,4489.271915,2,155,0.66
"253",109515,66,2,1,1,14,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,13903.274294,16372.437559,1,151,0.87
"254",109516,66,2,1,0,10,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2910.748736,3327.788099,2,166,0.3
"255",109517,66,2,1,1,22,1,1,1,1,NA,NA,NA,NA,2,1,1,2,2,1,NA,NA,NA,NA,14173.451804,16532.278004,2,161,0.63
"256",109518,66,2,2,25,NA,5,6,2,1,NA,5,3,2,1,2,2,1,2,2,1,2,2,1,30277.718945,32206.895507,1,169,4.78
"257",109519,66,2,1,55,NA,4,4,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,6322.129646,6662.805656,2,168,1.6
"258",109520,66,2,1,80,NA,4,4,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,NA,9477.542821,9813.99071,2,172,0.66
"259",109521,66,2,1,4,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4395.478038,4396.853963,1,168,0.01
"260",109522,66,2,1,1,14,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,14208.137181,16694.780541,1,171,5
"261",109523,66,2,2,77,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,32511.228797,38980.700012,2,164,2.88
"262",109524,66,2,2,16,NA,2,2,2,2,1,NA,NA,NA,2,2,2,NA,NA,NA,2,2,1,2,15816.788452,16517.414692,2,153,NA
"263",109525,66,2,1,24,NA,5,6,1,2,2,4,3,NA,1,2,2,NA,NA,NA,1,2,2,1,9078.392959,10321.858536,2,155,NA
"264",109526,66,2,2,31,NA,4,4,1,1,NA,5,3,2,1,2,2,1,2,2,NA,NA,NA,NA,8393.421949,8519.372754,1,152,NA
"265",109527,66,2,2,69,NA,4,4,1,1,NA,5,3,NA,1,2,2,1,2,2,1,2,2,1,4577.190017,4734.163015,1,150,4.26
"266",109528,66,2,1,17,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,6377.964845,6817.095138,1,158,1.69
"267",109529,66,2,1,4,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,18402.591087,18837.882793,1,157,1.7
"268",109530,66,2,2,49,NA,1,1,1,2,4,3,1,NA,2,2,2,2,2,2,2,2,2,2,25949.577583,27351.371038,2,164,1.78
"269",109531,66,2,1,32,NA,5,6,1,2,3,5,1,NA,1,2,2,NA,NA,NA,1,2,2,1,14377.21817,15902.160448,1,170,NA
"270",109532,66,2,1,70,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,16811.424658,18648.016685,2,156,3.9
"271",109533,66,1,1,6,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,3645.097219,0,1,170,NA
"272",109534,66,2,2,77,NA,4,4,1,1,NA,1,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,4746.278155,5235.685666,1,150,0.91
"273",109535,66,1,1,3,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7001.653317,0,2,156,1.77
"274",109536,66,2,2,48,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,83106.714242,92168.503288,2,152,5
"275",109537,66,1,2,34,NA,5,6,NA,2,1,3,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,9650.824302,0,2,155,NA
"276",109538,66,2,2,66,NA,3,3,1,1,NA,2,2,NA,1,2,2,1,2,2,1,2,2,1,27843.880715,30325.425632,1,165,0.95
"277",109539,66,2,2,19,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,53913.077006,55219.936598,1,153,0.99
"278",109540,66,2,2,9,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,16665.453812,18889.149146,1,163,0.98
"279",109541,66,2,2,35,NA,4,4,1,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,3784.598133,3899.47546,1,150,1.9
"280",109542,66,2,2,18,NA,1,1,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,8879.178862,9311.839377,2,166,1.41
"281",109543,66,2,2,1,15,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,12981.940169,14550.433098,2,157,0
"282",109544,66,2,2,76,NA,3,3,2,1,NA,1,2,NA,1,2,2,1,2,2,1,2,2,NA,28086.053455,42110.539127,1,157,0.4
"283",109545,66,2,2,36,NA,5,6,2,2,3,3,1,2,1,2,2,1,2,2,1,2,2,1,13564.656015,14207.589125,2,169,NA
"284",109546,66,2,1,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3966.881932,4583.776371,1,170,1.34
"285",109547,66,2,2,5,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,20500.077794,22498.196889,1,157,1.7
"286",109548,66,2,2,25,NA,4,4,2,1,NA,5,3,2,1,2,2,1,2,2,1,2,2,1,21878.490955,23608.835029,3,156,4.61
"287",109549,66,2,1,22,NA,3,3,2,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,83497.168708,96634.776962,2,149,3.52
"288",109550,66,2,2,64,NA,3,3,2,2,4,5,1,NA,1,2,2,1,2,2,1,2,2,1,75665.230191,73042.920645,2,158,1.85
"289",109551,66,2,1,65,NA,5,7,2,1,NA,1,77,NA,1,2,2,1,2,2,1,2,2,1,12094.709517,12949.828889,2,166,NA
"290",109552,66,2,1,74,NA,3,3,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,20658.388001,21909.8997,2,163,3.48
"291",109553,66,2,2,9,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,4108.229708,4184.510866,2,170,0.18
"292",109554,66,2,1,21,NA,4,4,2,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,32817.115498,35137.420344,1,172,0.96
"293",109555,66,2,2,22,NA,5,6,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,6534.597808,6827.813092,2,149,2.4
"294",109556,66,2,2,15,NA,2,2,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,20337.561641,21520.096935,2,161,5
"295",109557,66,2,1,17,NA,5,6,1,2,1,NA,NA,NA,1,2,1,1,2,1,1,2,1,NA,5528.213535,5814.255847,2,170,0.2
"296",109558,66,2,1,57,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,51010.860985,56402.613492,2,150,4.64
"297",109559,66,2,2,2,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7221.953482,8506.190419,2,163,1.11
"298",109560,66,2,1,34,NA,1,1,2,1,NA,5,1,NA,1,2,2,NA,NA,NA,1,2,2,1,40465.312939,41558.639304,1,151,NA
"299",109561,66,1,2,30,NA,4,4,NA,2,2,3,1,3,1,2,2,1,2,2,NA,NA,NA,NA,20441.25812,0,2,165,3.95
"300",109562,66,2,2,80,NA,3,3,2,2,4,3,2,NA,1,2,2,1,2,2,1,2,2,NA,43355.379488,52057.280652,2,153,2.88
"301",109563,66,2,2,36,NA,1,1,1,2,3,4,1,2,1,2,2,1,2,2,1,2,2,1,55583.144639,59380.123003,2,162,3.04
"302",109564,66,2,1,19,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,18454.25931,20135.329572,2,167,0.5
"303",109565,66,2,1,80,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,7251.532316,8453.867824,2,152,0.91
"304",109566,66,2,1,11,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,7508.23644,7913.888153,2,155,0.8
"305",109567,66,2,1,49,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,23608.162718,25353.66923,2,156,5
"306",109568,66,2,2,32,NA,4,4,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,16794.348371,17625.677528,1,151,0.9
"307",109569,66,2,1,7,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,31880.659153,35936.848695,1,158,3.56
"308",109570,66,2,2,78,NA,3,3,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,42437.65612,45049.858331,1,155,2.6
"309",109571,66,2,2,28,NA,5,7,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,5646.402665,6098.607785,1,171,0.66
"310",109572,66,2,2,12,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,17734.986111,18163.552938,1,164,0.83
"311",109573,66,2,2,1,17,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3642.694821,4206.522561,1,171,0.11
"312",109574,66,2,2,55,NA,5,6,2,2,3,5,1,NA,1,2,2,1,2,2,1,2,2,1,12235.520733,13420.408964,1,166,5
"313",109575,66,2,2,5,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11953.189753,13371.867999,2,159,3.52
"314",109576,66,2,2,11,NA,2,2,2,2,2,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,8779.786076,9638.158577,2,169,1.42
"315",109577,66,2,2,74,NA,2,2,1,2,4,1,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,9035.631003,9930.334815,2,154,NA
"316",109578,66,1,1,80,NA,3,3,NA,1,NA,5,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,20434.994998,0,2,166,NA
"317",109579,66,2,2,42,NA,3,3,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,19439.680641,19090.236172,2,158,1.06
"318",109580,66,2,2,39,NA,4,4,2,1,NA,2,1,2,1,2,2,1,2,2,1,2,2,1,20741.157089,22255.922352,1,168,2.22
"319",109581,66,2,1,43,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,25842.441921,27429.998166,1,157,1.02
"320",109582,66,2,1,14,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,37142.249768,39769.68347,2,163,5
"321",109583,66,2,2,2,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,8285.177578,9327.76853,1,152,NA
"322",109584,66,2,1,9,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,12907.011656,13764.59049,2,158,1.49
"323",109585,66,2,1,20,NA,4,4,2,1,NA,2,3,NA,1,2,2,1,2,2,1,2,2,1,12930.514027,13885.39232,2,166,3.4
"324",109586,66,1,1,0,6,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6413.43147,0,1,151,1.33
"325",109587,66,2,2,74,NA,3,3,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,NA,19087.132231,23444.075883,2,168,5
"326",109588,66,2,1,71,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,10169.791517,10349.871904,2,159,3.65
"327",109589,66,2,2,13,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,10001.252048,10455.926655,1,161,2.2
"328",109590,66,2,1,37,NA,4,4,2,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,10590.80232,11236.098501,1,167,NA
"329",109591,66,2,1,68,NA,1,1,1,2,4,1,1,NA,2,2,2,2,2,2,2,2,2,2,5058.534693,5354.862547,2,161,0.49
"330",109592,66,2,2,62,NA,1,1,1,2,99,2,1,NA,2,2,2,2,2,2,NA,NA,NA,NA,8594.702532,9460.099293,2,154,NA
"331",109593,66,2,1,52,NA,5,7,1,1,NA,1,1,NA,1,2,2,1,2,2,1,2,2,1,37130.74632,39073.245938,2,162,0.58
"332",109594,66,2,1,79,NA,3,3,1,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,NA,7997.991351,8155.079431,2,164,1.23
"333",109595,66,2,2,5,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,17629.162521,19916.577558,2,164,2.59
"334",109596,66,2,1,4,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2836.727855,3131.915981,3,156,1.18
"335",109597,66,2,2,70,NA,5,7,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,19749.785882,20793.20343,2,150,3.68
"336",109598,66,2,1,25,NA,3,3,2,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,32594.838236,38223.645433,2,168,4
"337",109599,66,2,2,5,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,52355.773867,58654.374939,2,157,5
"338",109600,66,1,2,66,NA,4,4,NA,1,NA,5,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,5926.117182,0,1,158,5
"339",109601,66,2,1,30,NA,3,3,1,1,NA,5,3,NA,1,2,2,NA,NA,NA,1,2,2,1,74296.838088,83619.592527,1,156,NA
"340",109602,66,2,2,43,NA,2,2,2,2,3,1,3,2,2,2,2,NA,NA,NA,2,2,2,2,10702.309833,10969.102145,2,168,NA
"341",109603,66,1,2,2,NA,2,2,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,15247.449512,0,2,161,4.81
"342",109604,66,2,1,10,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,22611.405359,23338.689177,1,159,4.78
"343",109605,66,2,2,0,3,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2503.827644,2588.001359,2,150,0.85
"344",109606,66,2,2,32,NA,4,4,1,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,11166.233672,11591.371489,2,170,1.18
"345",109607,66,2,1,63,NA,1,1,1,2,4,2,1,NA,1,2,2,1,2,2,2,2,2,2,7022.193287,7670.323183,2,165,1.94
"346",109608,66,2,2,54,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,40475.825107,43166.433257,2,167,5
"347",109609,66,2,2,6,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8218.123232,8999.680799,1,164,3.31
"348",109610,66,2,1,78,NA,4,4,2,1,NA,1,2,NA,1,2,2,NA,NA,NA,1,2,2,NA,4966.800256,5051.196599,2,171,NA
"349",109611,66,2,1,55,NA,4,4,2,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,8101.507215,8497.515303,2,163,0
"350",109612,66,2,1,75,NA,4,4,1,1,NA,3,2,NA,1,2,2,NA,NA,NA,1,2,2,NA,4219.124104,4280.287645,2,151,NA
"351",109613,66,2,1,16,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,19262.259126,19900.522212,1,157,1.02
"352",109614,66,2,1,80,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,6294.570297,7299.119678,2,151,3.48
"353",109615,66,2,2,65,NA,4,4,2,1,NA,5,3,NA,1,2,2,1,2,2,1,2,2,1,7743.434621,8203.069772,1,168,5
"354",109616,66,2,1,8,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,10909.259115,11801.014313,1,164,5
"355",109617,66,2,1,64,NA,1,1,1,2,4,1,1,NA,2,2,2,2,2,2,2,2,2,2,9226.958794,9885.25786,2,160,NA
"356",109618,66,2,2,4,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4744.828907,5865.731376,1,171,5
"357",109619,66,2,1,0,9,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2384.02065,2613.641895,2,150,1.37
"358",109620,66,2,2,59,NA,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,17116.418477,18138.481086,1,153,1.59
